tokens,ner_tags
"['Đây' 'là' 'một' 'trong' 'số' 'hơn' '50' 'gia_đình' 'ở' 'La_Chữ' 'năm'
 'nay' 'có' 'con' 'thi' 'vào' 'đại_học' '.']",[0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0]
"['Trong' 'công_việc' 'bao_giờ' 'ông' 'cũng' 'nhận' 'về' 'mình' 'những'
 'việc' 'khó' 'và' 'làm' 'cho' 'kỳ' 'xong' 'mới' 'thôi' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Phương_án' 'cuối_cùng' '.'],[0 0 0]
"['Nhưng' 'anh' 'cũng' 'có' 'ước_mơ' 'đến' 'một' 'lúc_nào' 'đó' 'sẽ'
 'không' 'còn' 'trọng_tội' ',' 'để' 'không' 'còn' 'những' 'buồng' 'biệt'
 'giam' 'tử_tù' 'nữa' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Nếu' 'mình' 'dẹp' 'nghề' 'này' 'thì' 'khác_nào' 'đổ' 'nồi' 'cơm' 'của'
 'dân_nghèo' ';' 'kêu' 'người_ta' 'chuyển' 'nghề' 'thì' 'không' 'biết'
 'nghề' 'gì' 'để' 'chuyển' ',' 'mà' 'để' 'vậy' 'thì' 'không' 'được' 'vì'
 'ô_nhiễm' 'môi_trường' 'quá' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Quen' 'nhau' 'gần' '2' 'năm' ',' 'nhưng' 'cuối_cùng' 'tan_vỡ' 'bởi'
 'nghèo' 'nên' 'H.' 'phải' 'nghe' 'gia_đình' 'đi' 'lấy' 'chồng' 'ngoại'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
"['Người' 'thân_thiết' 'nhất' 'của' 'cô' 'trên' 'cõi_đời' 'này' 'là' 'một'
 'phụ_nữ' 'mà' 'thuở' 'nhỏ' 'cô' 'gọi' 'là' 'bà' 'ngoại' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Cùng' 'lúc' 'này' 'các' 'cụm' ',' 'tuyến' 'dân_cư' 'bắt_đầu' 'thu_hút'
 'dân_nghèo' 'vô' 'ở' ',' 'các' 'trạm' 'cấp_nước' 'được' 'Nhà_nước'
 'đầu_tư' 'phần' 'giếng' ',' 'bồn' 'và' 'đài_nước' ',' 'phần' 'còn' 'lại'
 'kéo' 'vô' 'nhà' 'dân' 'được' 'kêu_gọi' 'dân' 'đầu_tư' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
"['Trong' 'chuyến' 'bay' 'trở_lại' 'Xiêng_Khuảng' ',' 'tôi' 'về' 'chung'
 'với' '97' 'bộ' 'hài_cốt' 'liệt_sĩ' 'của' 'mũi' 'Loong_Chẹng' 'được'
 'quy_tập' 'trong' 'mùa' 'khô' '2005' '.']",[0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0]
"['Có' 'một' 'cái' 'gì' 'đó' 'bắt_bẻ' ',' 'gọi' 'là' 'bắt_bí' 'của'
 'một_vài' 'cá_nhân' 'có' 'trách_nhiệm' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Người' 'ấy' 'là' 'Nguyễn' 'Chơn' ',' 'tổng_tham_mưu' 'phó' 'hiện_nay'
 '...']",[0 0 0 1 2 0 0 0 0 0]
"['A' 'Hửa' '(' 'tên' 'của' 'Hoà' 'theo' 'cách' 'gọi' 'tiếng' 'Hoa' ')'
 'đã' 'làm' 'đẹp' 'thêm' 'ngôi' 'nhà' 'của' 'tôi' ',' 'mọi' 'người'
 'trong' 'nhà' 'đều' 'yêu_thương' 'cô' 'ấy' 'và' 'coi' 'cô' 'ấy' 'như'
 'người' 'trong' 'gia_đình' '”' '.']","[1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
"['Cả' 'ba' 'lần' 'ra' 'Hà_Nội' 'thi' 'là' 'cả' 'ba' 'lần' 'mẹ' 'em'
 'cấp_cứu' 'ở' 'bệnh_viện' ':' 'lần' 'Hoàng' 'thi' 'tuần' 'mẹ' 'nằm' 'ở'
 'Bệnh_viện' 'huyện' 'Bố_Trạch' ',' 'lần' 'thứ' 'hai' 'thi' 'tháng' 'và'
 'quí' 'mẹ' 'nằm' 'ở' 'Bệnh_viện' 'Trung_ương' 'Huế' ',' 'lần' 'vào'
 'chung_kết' 'mẹ' 'đang' 'mổ' 'u' 'não' 'ở' 'Bệnh_viện' 'VN' '-' 'Cuba'
 'tại' 'Đồng_Hới' '.']","[0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 5 6 6 0 0 0 0 0 0 0 0 0 0 0
 5 6 6 0 0 0 0 0 0 0 0 0 0 5 6 6 6 0 5 0]"
['Chị' 'của' 'Viện' 'bị' 'bại_liệt' 'toàn_thân' '.'],[0 0 1 0 0 0 0]
"['Có_lẽ' 'cũng' 'do' 'chịu' 'ảnh_hưởng' 'của' 'gia_đình' ',' 'lòng'
 'ham_thích' 'văn_chương' 'hình_thành' 'trong' 'ông' 'rất' 'sớm' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Nhưng' 'nói' 'như' 'ông' 'Lớc' ',' 'cái' 'quý' 'nhất' 'là' 'thấy' 'lớp'
 'người' 'tuổi_trẻ' 'học_sinh' 'nâng' 'cao' 'ý_chí' 'vươn' 'lên' 'học_tập'
 'làm_sao' 'mà' 'không' 'mừng' ',' 'khi' 'bản_lĩnh' 'được' 'tôi_luyện'
 'từ' 'phong_trào' 'thể_thao' ',' 'mỗi' 'năm' ',' 'số' 'con_em' 'của'
 'làng' 'vào' 'đại_học' 'từ' '5' 'đến' '8' 'em' '.']","[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
"['Anh' 'Năm' 'Truyền' 'chen' 'lời' ':' '""' 'Hôm' 'trước' 'nghe' 'chuyện'
 'này' 'ông' 'Hai' 'Bình' 'bực_mình' 'đòi' 'cá' '1.000' 'giạ' 'lúa' 'với'
 'nó' ',' 'nhưng' 'nghe' 'ai' 'cũng' 'nói' 'thằng' 'Hùng' 'không' 'sợ'
 'điện' 'giật' 'nên' 'ổng' 'vội' '...' 'rút_lui' '""' '.']","[0 1 2 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0]"
"['Năm' 'phút' 'sau' 'thấy' 'bay' 'thợ' 'nổi' 'lên' 'nhưng' 'anh' 'Hồ'
 'lặn' 'sâu' 'quá' '30' 'm' ',' 'không' 'ai' 'thấy' '.']",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
"['""' '-' 'tôi' 'hỏi' '.']",[0 0 0 0 0]
"['Trong' 'vai' 'những' 'người' 'đi' 'tìm' 'thuỷ_thủ' 'đi' 'biển' 'bị'
 'mất_tích' ',' 'chúng_tôi' 'tạt' 'vào' 'một' 'quán' 'cà_phê' 'ven' 'biển'
 '-' 'nơi' 'tụ_tập' 'của' 'những' 'thuỷ_thủ' 'thất_nghiệp' 'mà' 'họ' 'gọi'
 'bằng' 'cái' 'tên' 'khá' 'ấn_tượng' '“' 'tổng_hành_dinh' '”' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
['Bên' 'này' 'lòng' 'hồ' 'Trị_An' 'làm_nên' 'ánh' 'điện' 'rực_rỡ' '.'],[0 0 0 5 6 0 0 0 0 0]
"['Ban_đêm' ',' 'trong' 'sân_bay' 'Nội_Bài' 'rất' 'đẹp' '.']",[0 0 0 5 6 0 0 0]
"['Cứ' 'nhìn' 'những' 'bức' 'ảnh' ',' 'xem' 'những' 'thước' 'phim_tài_liệu'
 'về' 'sự' 'khốc_liệt' 'của' 'chiến_trường' 'Quảng_Trị' 'những'
 'ngày_tháng' 'ấy' 'mới' 'thấy' 'những' 'dòng' 'nhật_kí' 'của' 'Nguyễn'
 'Kỳ' 'Sơn' 'thật' 'kì_diệu' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0]
"['Công_ty' 'có' '40' 'hộ' 'dân' 'nuôi' 'vệ_tinh' 'với' 'mỗi' 'hộ' 'khoảng'
 '700' 'con' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Tiến_sĩ' 'Ni' 'cho' 'biết' 'những' 'lô' 'ruộng' 'đó' 'đã' 'được' 'giao'
 'cho' 'bảy' 'hộ' 'dân_nghèo' 'không' 'đất' 'sản_xuất' ',' 'thực_nghiệm'
 'mô_hình' 'lúa' '-' 'cá' '-' 'tràm' '.']",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Người' '""' 'phát' 'quà' '""' 'trong' 'đêm' '...']",[0 0 0 0 0 0 0 0]
"['Chị' 'già' 'đi' 'rất' 'nhiều' 'so' 'với' 'cái' 'tuổi' '35' 'của' 'mình'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
['Ông' 'được' 'phân' 'về' 'bộ_phận' 'quân_cụ' '.'],[0 0 0 0 0 0 0]
['Không' 'cần' 'chứng_nhận' 'đâu' '.'],[0 0 0 0 0]
"['Nụ' 'còn' 'cho' 'rằng' 'cô' 'yêu' 'Hùng' 'vì' 'anh' 'ấy' 'có' 'bản_lĩnh'
 'vượt' 'khó_khăn' ',' 'sống' 'ở' 'nhiều' 'môi_trường' 'mà' 'vẫn' 'giữ'
 'được' 'mình' '...']",[1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Còn' 'giờ_đây' 'thì' 'khác' 'nhiều' 'rồi' '.'],[0 0 0 0 0 0 0]
['Những' 'bài_học' 'đầu_tiên' '.'],[0 0 0 0]
"['Chúng_tôi' 'chiếm_đóng' 'nhà' 'làm_việc' ',' 'và' 'đến' 'sáng' 'thì'
 'chính_quyền' 'mới' 'đã' 'thành_lập' 'xong' ',' 'đầy_đủ' 'các' 'chức_vị'
 'chủ_tịch' ',' 'uỷ_viên' 'hành_chính' ',' 'quân_sự' ',' 'an_ninh' '...'
 ',' 'các' 'chính_sách' 'lớn' 'như' 'bỏ' 'thuế_thân' ',' 'tự_do' 'hội_họp'
 'được' 'công_bố' 'khiến' 'bà_con' 'rất' 'phấn_khởi' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
"['Giám_đốc' 'Vinh' 'vỗ' 'vai' 'nói' ':' '""' 'Tất_cả' 'những' 'điều' 'tôi'
 'nói' 'trong' 'cuộc' 'họp' 'là' 'đúng' '.']",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Khách' 'vẫn' 'thế' ',' 'đông' 'và' 'đủ' 'mọi' 'lứa' 'tuổi' ',' 'mọi'
 'giới' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Từ' 'bến' 'phà' 'Cát_Lái' ',' 'trên' 'khu_vực' 'xã' 'Phú_Hữu' 'dọc'
 'theo' 'trục' 'lộ' '25A' ',' 'theo' 'phong_trào' 'bán' 'đất' ',' 'cũng'
 'chưa' 'bao_giờ' 'người_ta' 'thấy' 'nhiều' 'nhà' 'mới' 'mọc' 'lên'
 'như_vậy' '.']",[0 5 6 6 0 0 0 5 6 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Vợ' 'Minh' 'bị' 'bạo_bệnh' 'mất' 'mới' 'mấy' 'tháng' 'trước' ',' 'Minh'
 'đi' 'thúng' 'chuyến' 'này' 'hi_vọng' 'trúng' 'mẻ' 'mực' 'ống' 'về' 'lo'
 'cái' 'ăn' ',' 'cái' 'học' 'cho' 'bốn' 'đứa' 'con_thơ' ',' 'vậy_mà' '...']",[0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Như' 'Anh' 'yêu_dấu' 'của' 'Thạc' ',']",[1 2 0 0 1 0]
"['Có_lẽ' 'cuộc_đời' 'của' 'Tuấn' '""' 'cụt' '""' 'đã' 'là' 'một'
 'minh_chứng' 'tiêu_biểu' 'cho' 'triết_lý' '""' 'chơi' 'gà_chọi' 'là' 'cái'
 'nợ_đời' '""' '.']",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Nhà' 'mình' 'nghèo' ',' 'cây' 'bút' 'chấm' 'mực' 'mòn' 'tới_nỗi' 'cào'
 'rách' 'cả' 'giấy' 'mà' 'chẳng' 'dám' 'hé' 'môi' 'xin' 'tiền' 'mua' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Tiêu_chuẩn' 'số_một' 'của' 'lính' 'quy_tập' 'là' 'ai' 'cũng' 'phải'
 'ý_thức' 'được' ':' 'lớp' 'đàn_anh' 'đã' 'hy_sinh' ',' 'còn' 'mình' 'là'
 'người' 'lính' 'hậu_sinh' 'phải' 'đi' 'tìm' 'bằng_được' 'và' 'đưa' 'họ'
 'về' 'với' 'quê' 'nhà' ',' 'mấy_mươi' 'năm' 'rồi' 'còn' 'gì' '!']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
"['Đến' 'hôm_nay' ',' 'khi' 'nghĩ_lại' 'chị' 'cũng' 'không' 'biết' 'rằng'
 'cú' 'sốc' 'đó' 'là' 'hoạ' 'hay' 'may' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Cứ' 'để' 'họ' 'chửi' ',' 'thế_nào' 'rồi' 'cũng' 'có' 'ngày' 'họ' 'tỉnh'
 'ra' 'thôi' '”' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Tình_hình' 'lấn_chiếm' 'ở' 'Biển_Lạc' 'là' 'có' 'một' 'sự' 'liên_kết'
 ',' 'chiếm' 'đất' 'có' 'tổ_chức' 'nhưng' 'chúng_tôi' 'chưa' 'nắm' 'rõ'
 'được' 'ai' 'cầm_đầu' '.']",[0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Lang' 'Thưởng' 'cho' 'hay' ':' 'hiện' 'ở' 'Hà_Nội' 'ông' 'có_thể' 'mua'
 'xương' 'hổ' 'bất_cứ' 'lúc_nào' 'sau' 'ba' 'giờ' 'hẹn' '.']",[1 2 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0]
"['Ông' 'được' 'tặng' 'danh_hiệu' 'anh_hùng' 'lực_lượng_vũ_trang'
 'nhân_dân' 'năm' '1967' '.']",[0 0 0 0 0 0 0 0 0 0]
"['Tôi' 'vẫn' 'chưa' 'hết' 'ngạc_nhiên' 'thì' 'anh' 'Nghiêm' 'lại' 'đưa'
 'vào' 'miệng' 'An' 'một' 'mẩu' 'giấy_bóng' '(' 'cắt' 'ra' 'từ' 'bao'
 'Sachi_snack' 'khoai_tây' 'hiệu' 'Kinh_Đô' ')' 'An' 'lại' 'nhai' ','
 'lại' 'dùng' 'răng' 'và' 'lưỡi' 'đưa' 'lên' ',' 'đẩy' 'xuống' '.']","[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
"['Và' 'nếu' 'cứ' 'để' 'tình_trạng' 'săn' 'chim' 'bừa_bãi' 'như' 'thế'
 'này' 'thì' 'mai_đây' 'liệu' 'Cát_Bà' 'có' 'còn' 'chim' 'về' 'trú_ngụ'
 '?']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0]
"['Chúng_ta' 'phải' 'đứng' 'lên' 'tố_cáo' 'để' 'buộc' 'các' 'công_ty'
 'phải' 'khắc_phục' 'hậu_quả' 'khi' 'đã' 'sản_xuất' 'ra' 'chất_độc' 'để'
 'quân_đội' 'Mỹ' 'rải' 'xuống' 'mảnh' 'đất' 'của' 'người' 'VN' 'làm'
 'ảnh_hưởng' 'đến' 'bao' 'thế_hệ' '...' '""' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 7 8 0 0 0 0 0 0 0 0]
"['Đối_với' 'loại' 'chó' 'bị' 'ghẻ' 'ướt' 'thì' 'cực' 'hơn' 'một_chút' ','
 'nhưng' 'ngược_lại' 'các' 'chủ' 'lò' 'rất' 'khoái' 'mua' 'vì' 'lợi_nhuận'
 'cao' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Những' 'bạn_hàng' 'quen_thuộc' 'còn' 'được' 'tặng' 'quà' 'trong' 'những'
 'ngày' 'lễ' 'tết' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Hiếu' 'bắt_đầu' 'học' 'những' 'bài_học' 'đầu_tiên' 'của' 'đời' 'lính'
 ':' 'nói_tục' 'chửi_thề' 'để' 'lấn_át' 'nỗi' 'sợ_hãi' ',' 'đối_diện'
 'với' 'tử_thần' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Trận' 'thượng_đài' 'với' '""' 'đệ_nhất' 'võ_sĩ' 'Đông_Dương' '""' '...']",[0 0 0 0 0 0 5 0 0]
"['“' 'Sau' 'những' 'lần' 'bôn_ba' 'đi' 'xin' 'việc_làm' 'thất_bại' ','
 'tui' 'buồn' 'lắm' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Xin' 'cảm_ơn' 'ông' '.'],[0 0 0 0]
"['Gửi' 'theo' 'M.' 'ngàn' 'vạn' 'nhớ_thương' ',' 'tình' 'nhớ_thương' 'của'
 'một' 'người' 'bạn' 'và' 'một' 'người' 'đồng_chí' '.']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Ngày' 'ấy' ',' 'đi' 'đặt' 'trạm' 'ở' 'các' 'khu_vực' 'có' 'dân' 'để'
 'chuẩn_bị' 'cho' 'việc' 'mở' 'đường' 'Trường_Sơn' ',' 'ông' 'đã' 'sống'
 'trong' 'lòng' 'đồng_bào' 'Tà_Ôi' 'như' 'ruột_rà' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0]
['Nếu' 'không' 'được' 'thì' 'thôi' '.'],[0 0 0 0 0 0]
"['Ngôi' 'đền' 'xây_dựng' 'từ' 'năm' 'nào' 'bà_con' 'trong' 'xóm' 'không'
 'ai' 'còn' 'nhớ' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Nay' 'giao' 'lại' 'cho' 'BQL' 'khiến' 'chúng_tôi' 'cũng' 'đau' 'đầu' '""'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0]
"['Và' 'cứ' 'càng' 'về' 'sau' ',' 'nói_chuyện' 'với' 'anh' ',' 'mình' 'lại'
 'cảm_thấy' 'anh' 'cứ' 'đuối' 'dần' ',' 'cứ' 'đuối' 'dần' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Một' 'ngày' 'Hà_Nội' 'chớm' 'vào' 'hè' '2005' ',' 'bác_sĩ' 'Phạm' 'Ngọc'
 'Đông' 'ở' 'khoa' 'kết' '-' 'giác_mạc' '(' 'Bệnh_viện' 'Mắt' 'T.Ư' ')'
 'bất_ngờ' 'nhận' 'được' 'email' 'từ' 'một' 'phụ_nữ' 'xa_lạ' 'ở' 'Hoa_Kỳ'
 '.']",[0 0 5 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 3 4 4 0 0 0 0 0 0 0 0 0 0 5 0]
"['Được' 'nghỉ' 'là' 'ngã' 'luôn' 'xuống' 'vệ' 'đường' ',' 'không' 'đủ'
 'sức' 'tháo' 'người' 'ra' 'khỏi' 'balô' 'nữa' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Ngay' 'từ' 'khi' 'tờ' 'báo' 'có' 'bài' 'Số_phận' 'của' 'những' 'người'
 'nói' 'lên' '""' 'sự_thật' '""' 'phát_hành' ',' 'nhiều' 'bạn_đọc' 'đã'
 'bày_tỏ' 'sự' 'chia_sẻ' ',' 'ủng_hộ' 'anh' 'Trương' 'Xuân' 'Đại' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0]
"['“' 'Nếu' 'hắn' 'là' 'một' 'kẻ_cướp' 'chuyên_nghiệp' ',' 'có'
 'điều_nghiên' 'trước' 'thì' 'chưa' 'chắc' 'đã' 'dám' 'đến' 'đây' ','
 'chưa' 'chắc' 'bà' 'nhà' 'tôi' 'đã' 'phải' 'uổng' 'mạng' '...' '”' ','
 'ông' 'chủ' 'nhà' 'ngậm_ngùi' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Cuối_cùng' 'tuy' 'tới' 'trễ' 'nhưng' 'cũng' 'sơ_cứu' 'kịp_thời' 'cho'
 'nạn_nhân' 'trước' 'ánh' 'mắt' 'biết_ơn' 'của' 'gia_đình' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Nơi' 'đây' 'cũng' 'chỉ' 'rừng' 'và' 'rừng' ',' 'không' 'một' 'bóng'
 'nhà' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Lật' 'từng' 'tảng' 'đá' ',' 'lôi' 'từng' 'túm' 'cỏ' 'dại' 'lên' ',' 'Dư'
 'chỉ' 'cho' 'tôi' 'cách' 'để' 'nhận_biết' 'hang' 'nào' 'là' 'hang'
 'bò_cạp' ',' 'hang' 'nào' 'là' 'hang' 'rắn' ',' 'hang' 'dế' ':' '“'
 'Hang' 'bù_kẹp' 'thì' 'dẹp' ',' 'hang' 'rắn' 'thì' 'lớn' 'và' 'láng' ','
 'hang' 'dế' 'thì' 'nhỏ' '”' '…']","[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"['Cùng' 'với' 'khu' 'D' ',' 'Trung_tâm' 'Trọng_Điểm' 'đang' 'xây_dựng'
 'một' '...' 'lò' 'thiêu' '.']",[0 0 0 0 0 3 4 0 0 0 0 0 0 0]
['Liệu' 'con' 'chị' 'có' 'chấp_nhận' 'chị' '?'],[0 0 0 0 0 0 0]
"['Trung_ương' 'nhận_định' 'tình_hình' 'bến_bãi' 'trong' 'này' 'như' 'anh'
 'Hai' 'Địa' 'ra' 'báo_cáo' 'là' 'chưa' 'cụ_thể' ',' 'chưa' 'bảo_đảm' '.']",[0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0]
"['Tại' 'hiện_trường' 'một' 'vụ' 'nổ' 'ở' 'Đồng_Nai' 'cách' 'đây' 'một'
 'năm' ',' 'chúng_tôi' 'thấy' 'ông' 'dùng' 'quẹt' 'ga' 'làm' 'các'
 'thí_nghiệm' 'ngay' 'tại' 'chỗ' 'để' 'xác_định' 'chất' 'gây' 'nổ' '.']",[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Sự' 'vô_tình' 'đối_với' 'những' 'điều' 'Thuỳ' 'cống_hiến' 'cho'
 'cuộc_đời' '-' 'không' 'phải' 'chỉ' 'cho' 'chúng_tôi' 'hay' 'cho'
 'gia_đình' 'bà' '...']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Trong' 'khi' 'đó' ',' 'tại' 'lễ' 'kỷ_niệm' 'Ngày' 'nước' 'thế_giới' '('
 '22-3' ')' ',' 'bà' 'Kanni' 'Wignaraja' ',' 'phó' 'đại_diện' 'thường_trú'
 'của' 'Chương_trình' 'Phát_triển' 'Liên_Hiệp_Quốc' '(' 'UNDP' ')' 'tại'
 'Hà_Nội' ',' 'khẳng_định' 'nếu' 'VN' 'muốn' 'giải_quyết' 'được'
 'mục_tiêu' 'cung_cấp' 'nước_sạch' 'cho' '85%' 'dân_số' 'vào' 'năm' '2010'
 'và' 'cho' '100%' 'dân_số' 'vào' 'năm' '2020' 'thì' 'phải' 'có' 'ba'
 'yếu_tố' ':' 'tạo' 'ra' 'nhiều' 'hơn' 'nữa' 'các' 'nguồn' 'đầu_tư'
 'trong' 'và' 'ngoài' 'nước' ',' 'xác_định' 'ưu_tiên' 'về' 'xây_dựng'
 'năng_lực' 'ở' 'những' 'nơi' 'có' 'nhu_cầu' 'nước' 'lớn' 'nhất' ','
 'huy_động' 'nhiều' 'đối_tượng' 'tham_gia' 'thực_hiện' 'phương_thức'
 'quản_lý' 'tài_nguyên' 'nước' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 3 4 4 0 3 0 0 5 0 0 0 5 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"['Mọi' 'người' 'nghĩ' 'lần' 'này' 'sẽ' 'về' 'sớm' ',' 'riêng' 'anh'
 'cả_quyết' ':' '""' 'Tôi' 'khả_nghi' 'mô' 'đất' 'giống' 'hình' 'nửa'
 'ngôi' 'mộ' 'nằm' 'sát' 'con' 'đường' 'lầy_lội' 'do' 'xe_tải' 'chạy'
 'qua' '""' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Tôi' 'đến' 'Công_ty' 'Đại_Đồng' 'ở' 'Trung_Lịch' ',' 'huyện' 'Đào_Viên'
 '-' 'nơi' 'có' '70' 'người' 'VN' 'đang' 'làm_việc' '.']",[0 0 3 4 0 5 0 5 6 0 0 0 0 7 8 0 0 0]
